ISIN,FundName,Category,StarRating,Star_3Y,Rank_3Y,Star_5Y,Rank_5Y,Star_10Y,Rank_10Y,YearsUsed,MRAR2_3Y,MRAR2_5Y,MRAR2_10Y,MonthsAvailable
INF336L01PD8,HSBC_Focused_Fund_-_Direct_IDCW,Equity_Scheme_-_Focused_Fund,2,3,56,2.0,68.0,,,5y+3y,0.07391337113384622,0.0482769279784514,,65
INF090I01IW2,Franklin_India_Focused_Equity_Fund_-_Direct_-_Growth,Equity_Scheme_-_Focused_Fund,4,3,39,5.0,8.0,4.0,11.0,10y+5y+3y,0.09824973738307108,0.12197308303168808,0.0617025135150393,120
INF769K01EW6,Mirae_Asset_Focused_Fund_Direct_IDCW,Equity_Scheme_-_Focused_Fund,2,2,87,2.0,65.0,,,5y+3y,0.031563378045224244,0.052444670935242854,,79
INF209K01WF0,Aditya_Birla_Sun_Life_Focused_Fund_-Direct_-_IDCW,Equity_Scheme_-_Focused_Fund,2,2,86,2.0,78.0,2.0,28.0,10y+5y+3y,0.032212782192977185,0.02210165779836082,0.011322495022512591,120
INF754K01OP1,Edelweiss_Focused_Fund_-_Direct_Plan_-_Growth,Equity_Scheme_-_Focused_Fund,4,4,13,,,,,3y,0.123129116234858,,,40
INF205KA1221,Invesco_India_Focused_Fund_-_Direct_Plan_-_IDCW_Payout___Reinvestment,Equity_Scheme_-_Focused_Fund,3,3,40,3.0,58.0,,,5y+3y,0.09702553827775762,0.06622763607249449,,63
INF179K01VJ9,HDFC_Focused_Fund_-_IDCW_Option_-_Direct_Plan,Equity_Scheme_-_Focused_Fund,3,3,66,3.0,54.0,,,5y+3y,0.05794537690245116,0.07333955356130595,,118
INF397L01KE9,LIC_MF_Focused_Fund-Regular_Plan-Growth,Equity_Scheme_-_Focused_Fund,2,2,81,2.0,67.0,,,5y+3y,0.04384179380265896,0.050969103501674384,,97
INF209K01WE3,Aditya_Birla_Sun_Life_Focused_Fund_-_Growth_-_Direct_Plan,Equity_Scheme_-_Focused_Fund,4,4,23,3.0,37.0,4.0,10.0,10y+5y+3y,0.11059606595596838,0.09299247674250588,0.062087190269129566,120
INF209K01462,Aditya_Birla_Sun_Life_Focused_Fund_-Growth_Option,Equity_Scheme_-_Focused_Fund,3,3,36,3.0,45.0,3.0,17.0,10y+5y+3y,0.10025912382998392,0.08284865958257215,0.05160288244751188,120
INF174V01AE2,Mahindra_Manulife_Focused_Fund_-_Regular_Plan_-_IDCW,Equity_Scheme_-_Focused_Fund,2,2,82,2.0,64.0,,,5y+3y,0.04258300854152708,0.05474005897250289,,61
INF090I01IV4,Franklin_India_Focused_Equity_Fund_-_Direct_-_IDCW,Equity_Scheme_-_Focused_Fund,2,1,98,2.0,73.0,2.0,31.0,10y+5y+3y,0.00029100648119917416,0.03015028364138672,-0.023523410497429786,120
INF109K01CA5,ICICI_Prudential_Focused_Equity_Fund_-_IDCW,Equity_Scheme_-_Focused_Fund,2,2,76,2.0,70.0,2.0,32.0,10y+5y+3y,0.05089062887938112,0.03962175254227307,-0.026265860499816385,120
INF200K01RI3,SBI_Focused_Fund_-_Direct_Plan_-_Income_Distribution_cum_Capital_Withdrawal_Option_IDCW,Equity_Scheme_-_Focused_Fund,5,5,10,5.0,9.0,,,5y+3y,0.12582887133804377,0.11991649267581583,,119
INF247L01189,Motilal_Oswal_Focused_25_Fund_MOF25-_Direct_Plan_Growth_Option,Equity_Scheme_-_Focused_Fund,2,2,88,2.0,75.0,3.0,23.0,10y+5y+3y,0.02792206083207538,0.026617939788570855,0.03590919172443918,120
INF754K01OL0,Edelweiss_Focused_Fund_-_Regular_Plan_-_Growth,Equity_Scheme_-_Focused_Fund,4,4,28,,,,,3y,0.10513818245645479,,,40
INF336L01PB2,HSBC_Focused_Fund_-_Direct_Growth,Equity_Scheme_-_Focused_Fund,3,4,24,3.0,36.0,,,5y+3y,0.10950103311282189,0.0930474055503514,,65
INF174KA1EK3,Kotak_Focused_Fund-_Regular_plan__Growth_Option,Equity_Scheme_-_Focused_Fund,3,4,30,3.0,31.0,,,5y+3y,0.10185358602646333,0.0988293506734732,,77
INF579M01928,360_ONE_Focused_Fund_-_Direct_Plan_-_Dividend,Equity_Scheme_-_Focused_Fund,4,4,33,4.0,28.0,5.0,4.0,10y+5y+3y,0.10030935451987966,0.10082302287095368,0.0792848244369233,120
INF754K01OR7,Edelweiss_Focused_Fund_-_Direct_Plan_-_IDCW,Equity_Scheme_-_Focused_Fund,4,4,12,,,,,3y,0.12313813980173816,,,40
INF192K01BW7,JM_Focused_Fund_Direct_-_Growth_Option,Equity_Scheme_-_Focused_Fund,4,4,22,4.0,23.0,,,5y+3y,0.11337375635617697,0.10474841901199494,,119
INF740K01532,DSP_Focused_Fund_-_Regular_Plan_-_Growth,Equity_Scheme_-_Focused_Fund,3,4,14,3.0,50.0,,,5y+3y,0.12147531219293572,0.07601800223794353,,119
INF582M01FX4,Union_Focused_Fund_-_Regular_Plan_-_IDCW_Option,Equity_Scheme_-_Focused_Fund,3,2,77,3.0,59.0,,,5y+3y,0.04656736205661871,0.0631736684344888,,76
INF579M01894,360_ONE_Focused_Fund_-_Regular_Plan_-_Dividend,Equity_Scheme_-_Focused_Fund,3,3,46,3.0,39.0,3.0,14.0,10y+5y+3y,0.0896293771696346,0.08965955696910566,0.053876815105989406,120
INF204K01GG2,NIPPON_INDIA_FOCUSED_FUND_-_IDCW_OPTION,Equity_Scheme_-_Focused_Fund,1,1,101,2.0,74.0,1.0,37.0,10y+5y+3y,-0.019872849904134404,0.027271048787232077,-0.05316206872907303,120
INF846K01CH7,Axis_Focused_Fund_-_Regular_Plan_-_Growth_Option,Equity_Scheme_-_Focused_Fund,2,2,79,1.0,85.0,3.0,25.0,10y+5y+3y,0.04516523465213895,0.008242396618078018,0.03293679802796201,120
INF760K01JT0,Canara_Robeco_Focused_Fund_-_Regular_Plan_-_Growth_Option,Equity_Scheme_-_Focused_Fund,4,4,29,,,,,3y,0.1034412080144167,,,55
INF769K01EV8,Mirae_Asset_Focused_Fund_Regular_IDCW,Equity_Scheme_-_Focused_Fund,2,2,91,2.0,71.0,,,5y+3y,0.01898856669060378,0.038995583040035475,,79
INF109K01BZ4,ICICI_Prudential_Focused_Equity_Fund_-_Growth,Equity_Scheme_-_Focused_Fund,5,5,2,5.0,5.0,5.0,2.0,10y+5y+3y,0.15775474575592563,0.14435584010663227,0.08279161445275052,120
INF200K01396,SBI_Focused_Fund_-_Regular_Plan_-_Income_Distribution_cum_Capital_Withdrawal_Option_IDCW,Equity_Scheme_-_Focused_Fund,4,4,26,4.0,15.0,,,5y+3y,0.10758157490636266,0.10940082725307909,,119
INF760K01JR4,Canara_Robeco_Focused_Fund_-_Direct_Plan_-_IDCW_Payout_Reinvestment,Equity_Scheme_-_Focused_Fund,3,3,55,,,,,3y,0.07624242998391928,,,55
INF174V01AH5,Mahindra_Manulife_Focused_Fund_-_Direct_Plan_-_IDCW,Equity_Scheme_-_Focused_Fund,3,3,63,3.0,46.0,,,5y+3y,0.06514467568408389,0.07952401121361374,,61
INF247L01197,Motilal_Oswal_Focused_25_Fund_Direct_-_IDCW_Payout_Reinvestment,Equity_Scheme_-_Focused_Fund,1,1,103,1.0,91.0,1.0,36.0,10y+5y+3y,-0.043278647414582316,-0.0656638971911101,-0.04903823379803285,120
INF179K01574,HDFC_Focused_Fund_-_GROWTH_PLAN,Equity_Scheme_-_Focused_Fund,4,5,4,5.0,2.0,3.0,15.0,10y+5y+3y,0.1435673818645038,0.16652545574158673,0.05340449792813895,120
INF194K01W21,Bandhan_Focused_Fund_-_Direct_Plan_-_Growth,Equity_Scheme_-_Focused_Fund,4,5,9,3.0,38.0,4.0,12.0,10y+5y+3y,0.1287317254638054,0.08973171600107999,0.06054329154606619,120
INF179K01VK7,HDFC_Focused_Fund_-_Growth_Option_-_Direct_Plan,Equity_Scheme_-_Focused_Fund,4,5,3,5.0,1.0,4.0,8.0,10y+5y+3y,0.1569562896063874,0.18075575014955092,0.06532198644379905,120
INF194K01482,Bandhan_Focused_Fund_-_Regular_Plan_-_IDCW,Equity_Scheme_-_Focused_Fund,2,2,84,2.0,83.0,2.0,35.0,10y+5y+3y,0.038131960087052,0.011367165858008788,-0.04055685416207078,120
INF174V01AD4,Mahindra_Manulife_Focused_Fund_-_Regular_Plan_-_Growth,Equity_Scheme_-_Focused_Fund,5,4,19,5.0,7.0,,,5y+3y,0.11456228628016696,0.12860802123584025,,61
INF582M01FT2,Union_Focused_Fund_-_Direct_Plan_-_IDCW_Option,Equity_Scheme_-_Focused_Fund,3,3,68,3.0,55.0,,,5y+3y,0.05700487465705262,0.07329103258857761,,76
INF251K01PP5,BARODA_BNP_PARIBAS_Focused_Fund_-_Direct_Plan_-_IDCW_Option,Equity_Scheme_-_Focused_Fund,2,1,99,2.0,84.0,,,5y+3y,-0.004576657615290025,0.010028799714686176,,98
INF205KA1213,Invesco_India_Focused_Fund_-_Direct_Plan_-_Growth,Equity_Scheme_-_Focused_Fund,5,5,5,5.0,6.0,,,5y+3y,0.1336912517921458,0.13544006663979968,,62
INF251K01PM2,BARODA_BNP_PARIBAS_Focused_Fund_-_Regular_Plan_-_IDCW_Option,Equity_Scheme_-_Focused_Fund,1,1,102,1.0,86.0,,,5y+3y,-0.03427180613181924,0.00603232690861244,,97
INF174KA1EN7,Kotak_Focused_Fund-_Direct_Plan-_Growth_option,Equity_Scheme_-_Focused_Fund,4,4,17,4.0,13.0,,,5y+3y,0.11722462156731361,0.11510357564121532,,77
INF846K01CQ8,Axis_Focused_Fund_-_Direct_Plan_-_Growth_Option,Equity_Scheme_-_Focused_Fund,3,3,71,2.0,81.0,3.0,20.0,10y+5y+3y,0.05498817190847194,0.018369001174271204,0.04447343419042493,120
INF192K01569,JM_Focused_Fund_Regular_-_IDCW,Equity_Scheme_-_Focused_Fund,3,3,38,3.0,47.0,3.0,22.0,10y+5y+3y,0.09867166668669736,0.07649151244840646,0.03656620813200151,120
INF966L01846,quant_Focused_Fund_-_IDCW_Option_-_Direct_Plan,Equity_Scheme_-_Focused_Fund,3,3,58,4.0,18.0,3.0,26.0,10y+5y+3y,0.07140269316783221,0.10621142734227473,0.018966781661283072,120
INF740K01AC7,DSP_Focused_Fund_-_Regular_Plan_-_IDCW,Equity_Scheme_-_Focused_Fund,1,2,92,1.0,90.0,,,5y+3y,0.017768840514598816,-0.012922963162643963,,119
INF740K01OB0,DSP_Focused_Fund_-_Direct_Plan_-_Growth,Equity_Scheme_-_Focused_Fund,4,5,6,3.0,42.0,,,5y+3y,0.13337301424591708,0.08743083010892838,,119
INF966L01853,quant_Focused_Fund_-_Growth_Option-Direct_Plan,Equity_Scheme_-_Focused_Fund,4,3,59,4.0,17.0,4.0,7.0,10y+5y+3y,0.07133329530461374,0.10648818209699829,0.06575538699361827,120
INF336L01PG1,HSBC_Focused_Fund_-_Regular_IDCW,Equity_Scheme_-_Focused_Fund,1,2,94,1.0,87.0,,,5y+3y,0.013713630257925491,0.005761768775488507,,65
INF109K018N2,ICICI_Prudential_Focused_Equity_Fund_-_Direct_Plan_-_Growth,Equity_Scheme_-_Focused_Fund,5,5,1,5.0,3.0,5.0,1.0,10y+5y+3y,0.17144788378176612,0.15839768166527257,0.09558075824933665,120
INF251K01PK6,BARODA_BNP_PARIBAS_Focused_Fund_-_Regular_Plan-Growth_Option,Equity_Scheme_-_Focused_Fund,3,3,67,3.0,49.0,,,5y+3y,0.057481684968521574,0.07604282550241481,,97
INF109K017N4,ICICI_Prudential_Focused_Equity_Fund_-_Direct_Plan_-_IDCW,Equity_Scheme_-_Focused_Fund,4,4,15,4.0,19.0,3.0,24.0,10y+5y+3y,0.12034727401487122,0.10543213245711702,0.03388418053294817,120
INF247L01163,Motilal_Oswal_Focused_25_Fund_Regular_-_IDCW_Payout_Reinvestment,Equity_Scheme_-_Focused_Fund,1,1,105,1.0,92.0,,,5y+3y,-0.05350423432123719,-0.06591205638198105,,119
INF204K01GE7,Nippon_India_Focused_Fund_-Growth_Plan_-Growth_Option,Equity_Scheme_-_Focused_Fund,3,3,53,4.0,30.0,3.0,21.0,10y+5y+3y,0.08163228817124879,0.09964047231739093,0.03700529920243212,120
INF336L01PE6,HSBC_Focused_Fund_-_Regular_Growth,Equity_Scheme_-_Focused_Fund,3,3,52,3.0,34.0,,,5y+3y,0.08193212563930774,0.09567076885579007,,64
INF846K01CP0,Axis_Focused_Fund_-_Direct_Plan_-_IDCW,Equity_Scheme_-_Focused_Fund,2,1,104,1.0,93.0,2.0,30.0,10y+5y+3y,-0.0500441645145534,-0.07839771119190275,-0.023481810924207536,120
INF200K01RJ1,SBI_FOCUSED_FUND_-_DIRECT_PLAN_-GROWTH,Equity_Scheme_-_Focused_Fund,5,5,11,5.0,10.0,,,5y+3y,0.12580489939423423,0.11990916181109434,,119
INF789F1AUZ2,UTI_Focused_Fund_-_Regular_Plan_-_IDCW_Payout_Option,Equity_Scheme_-_Focused_Fund,3,3,50,,,,,3y,0.08485208333593608,,,52
INF397L01KC3,LIC_MF_Focused_Fund-Regular_Plan-IDCW,Equity_Scheme_-_Focused_Fund,2,2,80,2.0,66.0,,,5y+3y,0.04384974201024994,0.05097391042830668,,97
INF204K01F95,Nippon_India_Focused_Fund_-_Direct_Plan_Growth_Plan_-_Growth_Option,Equity_Scheme_-_Focused_Fund,3,3,48,4.0,16.0,3.0,19.0,10y+5y+3y,0.0890904169287452,0.10723885793717103,0.04509445937859491,120
INF277K017X9,Tata_Focused_Fund-Direct_Plan-Growth,Equity_Scheme_-_Focused_Fund,4,3,41,4.0,20.0,,,5y+3y,0.09330456776994756,0.10476820573164325,,72
INF789F1AVB1,UTI_Focused_Fund_-_Direct_Plan_-_IDCW_Payout_Option,Equity_Scheme_-_Focused_Fund,4,4,34,,,,,3y,0.10029334941168822,,,52
INF251K01PN0,BARODA_BNP_PARIBAS_Focused_Fund_-_Direct_Plan_-_Growth_Option,Equity_Scheme_-_Focused_Fund,3,3,44,3.0,35.0,,,5y+3y,0.08994876986476275,0.09532312691890876,,97
INF192K01BV9,JM_Focused_Fund_Direct_-_IDCW,Equity_Scheme_-_Focused_Fund,4,4,21,4.0,24.0,,,5y+3y,0.11341782849343285,0.10469700339494215,,119
INF204K01F87,NIPPON_INDIA_FOCUSED_FUND_-_DIRECT_Plan_-_IDCW_Option,Equity_Scheme_-_Focused_Fund,2,1,97,2.0,69.0,2.0,33.0,10y+5y+3y,0.0035033215147755037,0.046916239456907594,-0.030232433666843472,120
INF174V01AG7,Mahindra_Manulife_Focused_Fund_-_Direct_Plan_-Growth,Equity_Scheme_-_Focused_Fund,5,5,7,5.0,4.0,,,5y+3y,0.13302164105145264,0.14980601844099461,,61
INF090I01981,Franklin_India_Focused_Equity_Fund_-_Growth_Plan,Equity_Scheme_-_Focused_Fund,4,3,47,4.0,14.0,,,5y+3y,0.08934568030035361,0.11295221201818739,,119
INF760K01JU8,Canara_Robeco_Focused_Fund_-_Regular_Plan_-_IDCW_Payout_Reinvestment,Equity_Scheme_-_Focused_Fund,3,3,65,,,,,3y,0.06071545472082196,,,55
INF205KA1189,Invesco_India_Focused_Fund_-_Regular_Plan_-_Growth,Equity_Scheme_-_Focused_Fund,4,5,8,4.0,11.0,,,5y+3y,0.1326264518854392,0.11833348646704334,,62
INF277K010Y2,Tata_Focused_Fund-Regular_Plan-Growth,Equity_Scheme_-_Focused_Fund,4,3,60,4.0,25.0,,,5y+3y,0.06633146863038686,0.10253766368623807,,71
INF179K01566,HDFC_Focused_Fund_-_IDCW_PLAN,Equity_Scheme_-_Focused_Fund,2,2,90,2.0,72.0,1.0,39.0,10y+5y+3y,0.021634233463633468,0.038289264692958236,-0.07898681793340434,120
INF966L01366,quant_Focused_Fund_-_IDCW_Option_-_Regular_Plan,Equity_Scheme_-_Focused_Fund,2,3,70,3.0,41.0,2.0,27.0,10y+5y+3y,0.055203960550555875,0.08864248112915663,0.016267975504153265,120
INF846K01CJ3,Axis_Focused_Fund_-_Regular_Plan_-_IDCW,Equity_Scheme_-_Focused_Fund,1,1,106,1.0,94.0,1.0,38.0,10y+5y+3y,-0.06007566819122967,-0.08808633021825718,-0.0718350892474785,120
INF194K01466,Bandhan_Focused_Fund_-_Regular_Plan_-_Growth,Equity_Scheme_-_Focused_Fund,3,4,20,3.0,51.0,3.0,18.0,10y+5y+3y,0.11433200305677071,0.07556692814458454,0.04561785016384623,120
INF192K01577,JM_Focused_Fund_Regular_-_Growth_Option,Equity_Scheme_-_Focused_Fund,3,3,37,3.0,48.0,,,5y+3y,0.09867219661562521,0.07648695768662628,,119
INF173K01EL4,Sundaram_Focused_Fund_Formerly_Known_as_Principal_Focused_Multicap_Fund-_Direct_Plan_-_Income_Distri,Equity_Scheme_-_Focused_Fund,2,1,96,2.0,79.0,,,5y+3y,0.006911020668056267,0.02094602237834642,,119
INF579M01878,360_ONE_Focused_Fund_-Regular_Plan_-_Growth,Equity_Scheme_-_Focused_Fund,4,3,45,3.0,40.0,4.0,6.0,10y+5y+3y,0.08966430475778764,0.08964582682985944,0.06797035954830766,120
INF209K01CS5,Aditya_Birla_Sun_Life_Focused_Fund_-Regular_-_IDCW,Equity_Scheme_-_Focused_Fund,2,2,89,2.0,82.0,2.0,34.0,10y+5y+3y,0.022651186224763586,0.01263205833420633,-0.03338598523164138,120
INF966L01374,quant_Focused_Fund_-_Growth_Option_-_Regular_Plan,Equity_Scheme_-_Focused_Fund,3,2,72,3.0,43.0,3.0,16.0,10y+5y+3y,0.05496366685547982,0.08738685619089814,0.05311973326803621,120
INF397L01JY9,LIC_MF_Focused_Fund-Direct_Plan-IDCW,Equity_Scheme_-_Focused_Fund,3,2,73,3.0,62.0,,,5y+3y,0.053044065185453126,0.06042011813284964,,97
INF277K018X7,TATA_Focused_Fund_Direct_Plan_-_Reinvestment_of_Income_Distribution_cum_capital_withdrawal_option,Equity_Scheme_-_Focused_Fund,4,3,41,4.0,20.0,,,5y+3y,0.09330456776994756,0.10476820573164325,,72
INF173K01205,Sundaram_Focused_Fund_Formerly_Known_as_Principal_Focused_Multicap_Fund-_Income_Distribution_CUM_Cap,Equity_Scheme_-_Focused_Fund,1,2,95,1.0,88.0,,,5y+3y,0.009014435317299174,0.005342634427264681,,119
INF277K019X5,TATA_Focused_Fund_Direct_Plan_-_Payout_of_Income_Distribution_cum_capital_withdrawal_option,Equity_Scheme_-_Focused_Fund,4,3,41,4.0,20.0,,,5y+3y,0.09330456776994756,0.10476820573164325,,72
INF194K01W47,Bandhan_Focused_Fund_-_Direct_Plan_-_IDCW,Equity_Scheme_-_Focused_Fund,2,2,75,2.0,77.0,2.0,29.0,10y+5y+3y,0.05095540311544622,0.024252956919535995,0.008633776784868097,120
INF205KA1197,Invesco_India_Focused_Fund_-_Regular_Plan_-_IDCW_Payout___Reinvestment,Equity_Scheme_-_Focused_Fund,3,3,54,3.0,61.0,,,5y+3y,0.07805261663679408,0.061240856274245914,,62
INF579M01902,360_ONE_Focused_Fund-Direct_Plan-Growth,Equity_Scheme_-_Focused_Fund,4,4,32,4.0,29.0,5.0,3.0,10y+5y+3y,0.10033368452660829,0.10078859677424079,0.08031268805825786,120
INF397L01KA7,LIC_MF_Focused_Fund-Direct_Plan-Growth,Equity_Scheme_-_Focused_Fund,3,2,83,3.0,53.0,,,5y+3y,0.04212287201730325,0.07493941495609246,,96
INF174KA1EO5,Kotak_Focused_Fund-Direct_Plan-_Income_Distribution_cum_capital_withdrawal_option,Equity_Scheme_-_Focused_Fund,4,4,16,4.0,12.0,,,5y+3y,0.11735625077928158,0.11518591346968954,,77
INF582M01FS4,Union_Focused_Fund_-_Direct_Plan_-_Growth_Option,Equity_Scheme_-_Focused_Fund,3,3,68,3.0,55.0,,,5y+3y,0.05700487465705262,0.07329103258857761,,76
INF769K01EU0,Mirae_Asset_Focused_Fund_Direct_Plan_Growth,Equity_Scheme_-_Focused_Fund,3,3,64,3.0,57.0,,,5y+3y,0.06402337070315456,0.07205516901701836,,79
INF090I01973,Franklin_India_Focused_Equity_Fund_-_IDCW,Equity_Scheme_-_Focused_Fund,2,1,100,2.0,80.0,,,5y+3y,-0.005866254812002647,0.01846137253170399,,119
INF277K012Y8,TATA_Focused_Fund_Regular_Plan_-_Payout_of_Income_Distribution_cum_capital_withdrawal_option,Equity_Scheme_-_Focused_Fund,4,3,60,4.0,25.0,,,5y+3y,0.06633146863038686,0.10253766368623807,,71
INF789F1AVA3,UTI_Focused_Fund_-_Direct_Plan_-_Growth_Option,Equity_Scheme_-_Focused_Fund,4,4,34,,,,,3y,0.10029334941168822,,,52
INF754K01ON6,Edelweiss_Focused_Fund_-_Regular_Plan_-_IDCW,Equity_Scheme_-_Focused_Fund,4,4,27,,,,,3y,0.10514325764034282,,,40
INF173K01EK6,Sundaram_Focused_Fund_Formerly_Known_as_Principal_Focused_Multicap_Fund-_Direct_Plan_-_Growth_Option,Equity_Scheme_-_Focused_Fund,4,3,49,3.0,44.0,4.0,9.0,10y+5y+3y,0.08486221588895737,0.08628857481971264,0.06464745739609712,120
INF740K01OD6,DSP_Focused_Fund_-_Direct_Plan_-_IDCW,Equity_Scheme_-_Focused_Fund,1,2,85,1.0,89.0,,,5y+3y,0.03232489482236045,5.68546003270054e-05,,119
INF769K01ES4,Mirae_Asset_Focused_Fund_Regular_Plan_Growth,Equity_Scheme_-_Focused_Fund,3,2,74,3.0,63.0,,,5y+3y,0.05156317059072024,0.05885122084469141,,79
INF200K01370,SBI_FOCUSED_FUND_-_REGULAR_PLAN_-GROWTH,Equity_Scheme_-_Focused_Fund,4,4,18,3.0,33.0,4.0,5.0,10y+5y+3y,0.11638583853307383,0.09789167256251563,0.0685245012035709,120
INF789F1AUY5,UTI_Focused_Fund_-_Regular_Plan_-_Growth_Option,Equity_Scheme_-_Focused_Fund,3,3,50,,,,,3y,0.08485208333593608,,,52
INF277K011Y0,TATA_Focused_Fund_Regular_Plan_-_Reinvestment_of_Income_Distribution_cum_capital_withdrawal_option,Equity_Scheme_-_Focused_Fund,4,3,60,4.0,25.0,,,5y+3y,0.06633146863038686,0.10253766368623807,,71
INF789F01US8,UTI_Large_Cap_Fund_-_Direct_Plan_-_Growth_Option,Equity_Scheme_-_Large_Cap_Fund,3,3,71,3.0,63.0,,,5y+3y,0.07612206162133628,0.07243230495328712,,119
INF666M01618,Groww_Largecap_Fund_formerly_known_as_Indiabulls_Bluechip_Fund-_Direct_Plan-_-_Income_Distribution_c,Equity_Scheme_-_Large_Cap_Fund,2,3,54,3.0,68.0,2.0,65.0,10y+5y+3y,0.08426112476883563,0.07053631177592612,-0.027534994724547457,120
INF754K01061,Edelweiss_Large_Cap_Fund_-_Plan_B_-_IDCW_Option,Equity_Scheme_-_Large_Cap_Fund,3,3,50,3.0,52.0,3.0,29.0,10y+5y+3y,0.08575229006065155,0.07513990227869272,0.051196043530227,120
INF666M01CP8,Groww_Largecap_Fund_formerly_known_as_Indiabulls_Bluechip_Fund-_Direct_Plan-_Quarterly_-_Income_Dist,Equity_Scheme_-_Large_Cap_Fund,3,3,55,3.0,72.0,,,5y+3y,0.08418049586700427,0.06894437211545501,,105
INF666M01CV6,Groww_Largecap_Fund_formerly_known_as_Indiabulls_Bluechip_Fund-_Regular_Plan-_Quarterly_-_Income_Dis,Equity_Scheme_-_Large_Cap_Fund,3,3,82,3.0,84.0,,,5y+3y,0.07013983233425503,0.05641520369215147,,105
INF204K01562,Nippon_India_Large_Cap_Fund-_Growth_Plan_-Growth_Option,Equity_Scheme_-_Large_Cap_Fund,4,5,3,5.0,3.0,4.0,18.0,10y+5y+3y,0.12368546104984635,0.12756473996872875,0.05659835318701667,120
INF192K01JQ2,JM_Large_Cap_Fund_Regular_-_Half_Yearly_IDCW,Equity_Scheme_-_Large_Cap_Fund,4,3,73,4.0,35.0,,,5y+3y,0.07605192343175671,0.08518463573160817,,119
INF090I01FP2,Franklin_India_Large_Cap_Fund_-_Direct_-_IDCW,Equity_Scheme_-_Large_Cap_Fund,1,1,142,1.0,125.0,1.0,73.0,10y+5y+3y,-0.019483885969434067,-0.018159238461818994,-0.05226384850445953,120
INF740K01PT9,DSP_Large_Cap_Fund_-_Direct_Plan_-_IDCW,Equity_Scheme_-_Large_Cap_Fund,1,2,118,1.0,118.0,1.0,76.0,10y+5y+3y,0.025625569559041494,-0.0029981152141449474,-0.0653457822469401,120
INF277K01931,Tata_Large_Cap_Fund_-Regular_Plan_-_Growth_Option,Equity_Scheme_-_Large_Cap_Fund,3,3,65,4.0,22.0,3.0,43.0,10y+5y+3y,0.0825562457493687,0.08750014873180545,0.04168163353677601,120
INF754K01129,Edelweiss_Large_Cap_Fund_-Plan_C_-_Growth_option,Equity_Scheme_-_Large_Cap_Fund,4,4,48,3.0,51.0,4.0,26.0,10y+5y+3y,0.08578870185138476,0.07514210876397809,0.05124037583022134,120
INF663L01GV6,PGIM_India_Large_Cap_Fund_-_Dividend,Equity_Scheme_-_Large_Cap_Fund,1,1,145,1.0,120.0,,,5y+3y,-0.04320528247917477,-0.0038455156327932283,,118
INF666M01CN3,Groww_Largecap_Fund_formerly_known_as_Indiabulls_Bluechip_Fund-_Direct_Plan-_Monthly_-_Income_Distri,Equity_Scheme_-_Large_Cap_Fund,3,3,56,3.0,69.0,,,5y+3y,0.08414879974006739,0.07046438548455591,,101
INF209K01YY7,Aditya_Birla_Sun_Life_Large_Cap_Fund_-_Growth_-_Direct_Plan,Equity_Scheme_-_Large_Cap_Fund,4,4,28,4.0,16.0,4.0,17.0,10y+5y+3y,0.09640185601709717,0.09237607300604767,0.05666802071176824,120
INF903JA1JE6,Sundaram_Large_Cap_Fund_Formerly_Known_as_Sundaram_Blue_Chip_Fund_Direct_Plan_-_Reinvestment_of_Inco,Equity_Scheme_-_Large_Cap_Fund,2,1,136,2.0,101.0,,,5y+3y,-0.016265319078300755,0.02626979683017372,,61
INF109K01BM2,ICICI_Prudential_Large_Cap_Fund_erstwhile_Bluechip_Fund_-_IDCW,Equity_Scheme_-_Large_Cap_Fund,2,1,132,2.0,105.0,,,5y+3y,-0.0009167207845529601,0.016807337610838857,,119
INF761K01FM1,BANK_OF_INDIA_Large_Cap_Fund_Direct_Plan_IDCW,Equity_Scheme_-_Large_Cap_Fund,4,4,30,,,,,3y,0.09557825252415486,,,54
INF192K01JO7,JM_Large_Cap_Fund_Direct_-_Quarterly_IDCW,Equity_Scheme_-_Large_Cap_Fund,4,4,27,4.0,26.0,4.0,9.0,10y+5y+3y,0.0976711285103713,0.08697500537160474,0.06268807005795596,120
INF754K01046,Edelweiss_Large_Cap_Fund_-_Regular_Plan_-_Growth_Option,Equity_Scheme_-_Large_Cap_Fund,3,3,49,3.0,57.0,3.0,30.0,10y+5y+3y,0.08578748666894631,0.07491910022450221,0.051118832741368525,120
INF761K01FL3,BANK_OF_INDIA_Large_Cap_Fund_Direct_Plan_Growth,Equity_Scheme_-_Large_Cap_Fund,4,4,29,,,,,3y,0.0962221945607562,,,54
INF336L01016,HSBC_Large_Cap_Fund_-_Regular_Growth,Equity_Scheme_-_Large_Cap_Fund,3,3,63,3.0,75.0,3.0,36.0,10y+5y+3y,0.08272732900009472,0.06439276593506293,0.04837496208023495,120
INF192K01593,JM_Large_Cap_Fund_Regular_-_IDCW,Equity_Scheme_-_Large_Cap_Fund,4,3,72,4.0,34.0,,,5y+3y,0.07608616577028626,0.08525184285925502,,119
INF090I01163,Franklin_India_Large_Cap_Fund_-_IDCW,Equity_Scheme_-_Large_Cap_Fund,1,1,143,1.0,127.0,1.0,75.0,10y+5y+3y,-0.02808484457857452,-0.03026670031301182,-0.06480100045485926,120
